title,author,publisher,library,platform,provider,image_url,isbn
"구스마일의 월 1,000만 원 버는 유튜브 첫걸음 가이드북",구스마일(구태한),한빛미디어,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801169214101/L4801169214101.jpg,
우리가 지켜야 할 한국사,서경덕과 분야별 전문가,허들링북스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801191505529/L4801191505529.jpg,
이병한의 아메리카 탐문,이병한,서해문집,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194413456/L4801194413456.jpg,
각성,김요한,떠오름,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/480N250766640/L480N250766640.jpg,
"다시, 몸으로",김초엽,래빗홀,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801168342959/L4801168342959.jpg,
내 시체를 찾아주세요,호시즈키 와타루,반타,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194930373/L4801194930373.jpg,
역사를 보다 2,박현도,믹스커피,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801170436578/L4801170436578.jpg,
강하고 아름다운 할머니가 되고 싶어,김슬기,클레이하우스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193235608/L4801193235608.jpg,
커뮤니티에 입장하셨습니다,권성민,돌고래,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801198850264/L4801198850264.jpg,
박곰희 연금 부자 수업,박곰희,인플루엔셜,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801168342942/L4801168342942.jpg,
평등한 세상이 너무 멀어,나승위,다정한시민,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194724019/L4801194724019.jpg,
찰랑찰랑 슬픔 하나,황선미,위즈덤하우스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194770139/L4801194770139.jpg,
뇌가 멈추기 전에,이승훈,21세기북스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801173573690/L4801173573690.jpg,
조종당하는 인간,김석재,스노우폭스북스P,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194966037/L4801194966037.jpg,
영어 문법 문장 구조의 이해 기초편,백영승,지식과감성,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801139227001/L4801139227001.jpg,
톡톡 일본어 회화,제이플러스 기획편집부,제이플러스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801156012925/L4801156012925.jpg,
미묘한 메모의 묘미,김중혁,유유,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801167701290/L4801167701290.jpg,
한국에 남자가 너무 많아서,민지형,라우더북스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801199244314/L4801199244314.jpg,
인생이 두 배 즐거워지는 자유 여행영어,배진영,다락원,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808927702115/L4808927702115.jpg,
편안함의 습격,마이클 이스터,수오서재,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193238692/L4801193238692.jpg,
일상에서 만나는 중국어 독해 초급,왕러,다락원,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808927723400/L4808927723400.jpg,
궤도,서맨사 하비,서해문집,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194413395/L4801194413395.jpg,
두선생의 지도로 읽는 세계사: 동양 편,한영준,21세기북스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801173572792/L4801173572792.jpg,
생각의 주도권을 디자인하라,박용후,경이로움,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194508237/L4801194508237.jpg,
너를 아끼며 살아라,나태주,더블북,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193153711/L4801193153711.jpg,
세계 경제 지각 변동,박종훈,글로퍼스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801198987632/L4801198987632.jpg,
고래눈이 내리다,김보영,래빗홀,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801168342881/L4801168342881.jpg,
드디어 만나는 해부학 수업,케빈 랭포드,현대지성,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801139724937/L4801139724937.jpg,
명절은 그냥 노는 날 아닌가요?,양연주,팜파스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801170267011/L4801170267011.jpg,
육일약국 갑시다,김성오,다크호스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801198092398/L4801198092398.jpg,
여름은 고작 계절,김서해,위즈덤하우스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801171713920/L4801171713920.jpg,
지극히 사적인 일본,나리카와 아야,틈새책방,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801188949756/L4801188949756.jpg,
먼저 온 미래,장강명,동아시아,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808962626605/L4808962626605.jpg,
가짜 결핍,마이클 이스터,부키,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193528717/L4801193528717.jpg,
불멸의 유전자,리처드 도킨스,을유문화사,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808932475578/L4808932475578.jpg,
저속노화 마인드셋,정희원,웨일북(whalebooks),마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194627075/L4801194627075.jpg,
윤슬의 바다,백은별,바른북스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801172634002/L4801172634002.jpg,
바르셀로나의 유서,백세희,위즈덤하우스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801171714385/L4801171714385.jpg,
살로니카의 아이들,미치 앨봄,윌북,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801155818313/L4801155818313.jpg,
"혹시, 돈 얘기해도 될까요?",주언규,필름(Feelm),마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193262550/L4801193262550.jpg,
메리골드 마음 식물원,윤정은,북로망스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193937724/L4801193937724.jpg,
아이들의 집,정보라,열림원,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801170403266/L4801170403266.jpg,
토막 난 우주를 안고서,김초엽,허블,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193078564/L4801193078564.jpg,
완전히 새로운 지정학 수업,폴 리처드슨,미래의창,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193638676/L4801193638676.jpg,
장미와 나이프,히가시노 게이고,반타,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194930137/L4801194930137.jpg,
비스킷 2,김선미,위즈덤하우스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801171714361/L4801171714361.jpg,
기묘한 한국사,김재완,믹스커피,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801170436455/L4801170436455.jpg,
마침내 특이점이 시작된다,레이 커즈와일,비즈니스북스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801162544250/L4801162544250.jpg,
어른 김장하 각본,김현지,포르체,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194634202/L4801194634202.jpg,
왓츠 유어 드림,사이먼 스큅,북파머스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193937700/L4801193937700.jpg,
별다방 바리스타,송유정,자음과모음,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808954452649/L4808954452649.jpg,
