title,author,publisher,library,image_url,isbn,provider,platform
남과 북 1 [구독형전자책],홍성원,문학과지성사,서울도서관 (API),,,,Mixed
남과 북 3 [구독형전자책],홍성원,문학과지성사,서울도서관 (API),,,,Mixed
남과 북 5 [구독형전자책],홍성원,문학과지성사,서울도서관 (API),,,,Mixed
내가 싸우듯이 [구독형전자책],정지돈,문학과지성사,서울도서관 (API),,,,Mixed
누가 커트 코베인을 죽였는가 [구독형전자책],김경욱,문학과지성사,서울도서관 (API),,,,Mixed
달의 뒤편으로 가는 자전거 여행 [구독형전자책],이응준,문학과지성사,서울도서관 (API),,,,Mixed
대산세계문학총서 037 시집 [구독형전자책],스테판 말라르메,문학과지성사,서울도서관 (API),,,,Mixed
역진화의 시작 - 문학과지성 시인선 408 [구독형전자책],장석원,문학과지성사,서울도서관 (API),,,,Mixed
예언자 [구독형전자책],이청준,문학과지성사,서울도서관 (API),,,,Mixed
오블로모프 2 [구독형전자책],I. A. 곤차로프,문학과지성사,서울도서관 (API),,,,Mixed
우게쓰 이야기 [구독형전자책],우에다 아키나리,문학과지성사,서울도서관 (API),,,,Mixed
우리들의 진화 - 문학과지성 시인선 362 [구독형전자책],이근화,문학과지성사,서울도서관 (API),,,,Mixed
지도에 없는 집 - 문학과지성 시인선 379 [구독형전자책],곽효환,문학과지성사,서울도서관 (API),,,,Mixed
채영주 장편소설 웃음 [구독형전자책],채영주,문학과지성사,서울도서관 (API),,,,Mixed
코끼리를 찾아서 [구독형전자책],조경란,문학과지성사,서울도서관 (API),,,,Mixed
키스 - 문학과지성 시인선 353 [구독형전자책],강정,문학과지성사,서울도서관 (API),,,,Mixed
파멜라 2 [구독형전자책],새뮤얼 리처드슨,문학과지성사,서울도서관 (API),,,,Mixed
현대시와 장르 비평 [구독형전자책],김준오,문학과지성사,서울도서관 (API),,,,Mixed
희망 사진관 [구독형전자책],한승원,문학과지성사,서울도서관 (API),,,,Mixed
힌트는 도련님 [구독형전자책],백가흠,문학과지성사,서울도서관 (API),,,,Mixed
왜 아마존이 파괴되면 안 되나요? [구독형전자책],"손진주,이아연",참돌,서울도서관 (API),,,,Mixed
왜 약속을 어기면 안 되나요? [구독형전자책],"윤길준,이이리",참돌,서울도서관 (API),,,,Mixed
왜 에너지를 낭비하면 안 되나요? [구독형전자책],"최지영,채화영",참돌,서울도서관 (API),,,,Mixed
왜 왕따시키면 안 되나요? [구독형전자책],"천필연,채화영",참돌,서울도서관 (API),,,,Mixed
왜 욕심 부리면 안 되나요? [구독형전자책],"천필연,배소미",참돌,서울도서관 (API),,,,Mixed
왜 편식하면 안 되나요? [구독형전자책],김지현,참돌,서울도서관 (API),,,,Mixed
왜 훔치면 안 되나요? [구독형전자책],"천필연,조지혜",참돌,서울도서관 (API),,,,Mixed
주식투자 하기 전에 알았더라면 좋았을 것들 [구독형전자책],정순우,참돌,서울도서관 (API),,,,Mixed
중고차 사기 전에 알았더라면 좋았을 것들 [구독형전자책],이일구,참돌,서울도서관 (API),,,,Mixed
O&A 한국사 2 - 고대Ⅱ [구독형전자책],여성구,청아출판사,서울도서관 (API),,,,Mixed
Q&A 한국사 1 - 고대Ⅰ [구독형전자책],김용만,청아출판사,서울도서관 (API),,,,Mixed
Q&A 한국사 5 - 근현대 [구독형전자책],이민원,청아출판사,서울도서관 (API),,,,Mixed
문학개론 [구독형전자책],이광수,온이퍼브,서울도서관 (API),,,,Mixed
살인자의 동영상 [구독형전자책],마이크 오머 지음 ;김지선 옮김,북로드,서울도서관 (API),,,,Mixed
팬데믹 시대의 평생 건강법 [구독형전자책],"디팩 초프라,루돌프 탄지 지음 ;이원기,정경희 옮김",에디터,서울도서관 (API),,,,Mixed
어른의 무게 [구독형전자책],장한이 지음,이다북스,서울도서관 (API),,,,Mixed
싸가지 없는 정치 [구독형전자책],지은이: 강준만,인물과사상사,서울도서관 (API),,,,Mixed
(색동다리 다문화 2 - 일본) 엄지동자 [구독형전자책],나리타 마미 글 ;정해륜 그림 ;원진숙 감수,정인출판사,서울도서관 (API),,,,Mixed
(8대 핵심덕목별 선정도서로 만든) 행복한 인성독서 : 초등 [구독형전자책],"오여진,안순선,김영림,김수진,윤창희 지음",정인출판사,서울도서관 (API),,,,Mixed
그림책 속 창의인성 [구독형전자책],"이선아,김경실 공저",정인출판사,서울도서관 (API),,,,Mixed
(모두가 행복한 미래 사회를 준비하는) 맛있게 읽는 다문화 독서요리 : 초등 고학년 [구독형전자책],"임영규,안순선,박영덕,김수경,김동엽 지음",정인출판사,서울도서관 (API),,,,Mixed
내 이름은 독도 [구독형전자책],이규희 글 ;최정인 그림,밝은미래,서울도서관 (API),,,,Mixed
진보를 찾습니다 [구독형전자책],박찬수 지음,인물과사상사,서울도서관 (API),,,,Mixed
신경다양성 교실 [구독형전자책],김명희 지음,새로온봄,서울도서관 (API),,,,Mixed
르네상스의 어둠 [완전판] [구독형전자책],도현신 지음,생각비행,서울도서관 (API),,,,Mixed
세계사를 보는 새로운 눈 [구독형전자책],김종국 지음,생각의창,서울도서관 (API),,,,Mixed
정원놀이의 식물 디자인 레시피 [구독형전자책],지은이: 최정원,싸이프레스,서울도서관 (API),,,,Mixed
마음을 다해 대충 하는 미니멀 라이프 [구독형전자책],지은이: 밀리카,싸이프레스,서울도서관 (API),,,,Mixed
프랑스 이니셜 자수 [구독형전자책],applemint 지음 ;김수연 옮김,싸이프레스,서울도서관 (API),,,,Mixed
바느질하는 여자 [구독형전자책],김숨,문학과지성사,서울도서관 (API),,,,Mixed
대산세계문학총서 053_소설 비밀요원 [구독형전자책],조지프 콘래드,문학과지성사,서울도서관 (API),,,,Mixed
돈의 인문학 [구독형전자책],김찬호,문학과지성사,서울도서관 (API),,,,Mixed
이희수 교수의 세계도시문화기행 02 아프리카 문명도시 [구독형전자책],이희수,청아출판사,서울도서관 (API),,,,Mixed
이희수 교수의 세계도시문화기행 04 유럽 문화도시 1 [구독형전자책],이희수,청아출판사,서울도서관 (API),,,,Mixed
이희수 교수의 세계도시문화기행 05 유럽 문화도시 2 [구독형전자책],이희수,청아출판사,서울도서관 (API),,,,Mixed
이희수 교수의 세계도시문화기행 07 인더스 문명도시와 동남아시아 도시 [구독형전자책],이희수,청아출판사,서울도서관 (API),,,,Mixed
이희수 교수의 세계도시문화기행 09 중앙아시아 실크로드 도시와 중국 도시 [구독형전자책],이희수,청아출판사,서울도서관 (API),,,,Mixed
인도 신화 [구독형전자책],김형준,청아출판사,서울도서관 (API),,,,Mixed
일본기담Ⅱ [구독형전자책],"박지선,이노우에 히로미",청아출판사,서울도서관 (API),,,,Mixed
일본사를 움직인 100인 [구독형전자책],양은경,청아출판사,서울도서관 (API),,,,Mixed
주식투자 잘하는 사람들의 7가지 무기 [구독형전자책],김진 지음,한즈미디어(한스미디어),서울도서관 (API),,,,Mixed
뒤바뀐 몸과 머리 [구독형전자책],토마스 만 저,자연과인문,서울도서관 (API),,,,Mixed
네 사람의 서명 (최신 원전 완역본 셜록 홈즈 전집 02) [구독형전자책],아서 코난 도일,참돌,서울도서관 (API),,,,Mixed
어린이를 위한 경제의 힘 : 성공한 사람들에게 배우는 습관의 비밀 [구독형전자책],이아연,참돌,서울도서관 (API),,,,Mixed
어린이를 위한 디테일의 힘 [구독형전자책],김현태,참돌,서울도서관 (API),,,,Mixed
어린이를 위한 습관의 힘 [구독형전자책],"유영근,이아연",참돌,서울도서관 (API),,,,Mixed
왜 거짓말하면 안 되나요? [구독형전자책],"천필연,조지혜",참돌,서울도서관 (API),,,,Mixed
왜 공부 안 하면 안 되나요? [구독형전자책],"천필연,김지현",참돌,서울도서관 (API),,,,Mixed
왜 낯선 사람을 따라가면 안 되나요? [구독형전자책],이유라,참돌,서울도서관 (API),,,,Mixed
왜 생태계가 파괴되면 안 되나요? [구독형전자책],"최지영,채화영",참돌,서울도서관 (API),,,,Mixed
트로일러스와 크리세이드:문예세계문학선 117 [구독형전자책],제프리 초서 지음 ;김영남 옮김,문예출판사,서울도서관 (API),,,,Mixed
릴케 단편선:문예세계문학선 121 [구독형전자책],라이너 마리아 릴케 지음 ;송영택 옮김,문예출판사,서울도서관 (API),,,,Mixed
자전거를 탄 세 남자:문예세계문학선 125 [구독형전자책],제롬 K. 제롬 지음 ;김이선 옮김,문예출판사,서울도서관 (API),,,,Mixed
소설 사기 1 : 춘추전국 - 사마천의 사기열전 소설로 만나다 (개정판) [구독형전자책],김병총,문예출판사,서울도서관 (API),,,,Mixed
소설 사기 3 : 통일천하 - 사마천의 사기열전 소설로 만나다 (개정판) [구독형전자책],김병총,문예출판사,서울도서관 (API),,,,Mixed
헤르만 헤세 시집 [구독형전자책],헤르만 헤세 글·그림 ;송영택 옮김,문예출판사,서울도서관 (API),,,,Mixed
은퇴 5년 전에 꼭 해야 할 것들 [구독형전자책],전기보,미래지식,서울도서관 (API),,,,Mixed
"가방에 담아요, 마음 : 반올림-39 [구독형전자책]",김혜진,바람의아이들,서울도서관 (API),,,,Mixed
사흘만 볼 수 있다면 : 헬렌 켈러 자서전 [구독형전자책],헬렌 켈러 지음 ;박에스더 옮김,사우,서울도서관 (API),,,,Mixed
그림책 톡톡 내 마음에 톡톡 [구독형전자책],정봉남,써네스트,서울도서관 (API),,,,Mixed
불의 여왕 [구독형전자책],에밀리 킹 지음;윤동준 옮김,에이치,서울도서관 (API),,,,Mixed
"29세 한의사, 캐나다 워킹홀리데이 [구독형전자책]",유송,율도국,서울도서관 (API),,,,Mixed
바람의 화원 [구독형전자책],이정명,은행나무,서울도서관 (API),,,,Mixed
미당 서정주 전집 1 : 시  [구독형전자책],서정주,은행나무,서울도서관 (API),,,,Mixed
파인 다이닝 (바통 2) [구독형전자책],"지은이: 최은영,황시운,윤이형,이은선,김이환,노희준,서유미",은행나무,서울도서관 (API),,,,Mixed
에어비앤비의 청소부 [구독형전자책],박생강,은행나무,서울도서관 (API),,,,Mixed
티어링의 침공 : 티어링 3부작-2 [구독형전자책],지은이: 에리카 조핸슨 ;옮긴이: 김지원,은행나무,서울도서관 (API),,,,Mixed
주식 매매하는 법 <개정판> [구독형전자책],제시 리버모어 지음 ;박성환 번역해설,이레미디어,서울도서관 (API),,,,Mixed
상가투자 핵심 노하우 [구독형전자책],박종일,이레미디어,서울도서관 (API),,,,Mixed
일본의 주식 부자들 [구독형전자책],닛케이 머니 지음 ;김정환 옮김,이레미디어,서울도서관 (API),,,,Mixed
한글발음으로 읽는 원서보카 [구독형전자책],윤규창,인카네이션,서울도서관 (API),,,,Mixed
나의 인생 [구독형전자책],안톤 체호프 지음 ;남혜현 옮김,작가정신,서울도서관 (API),,,,Mixed
러시아 독본 [구독형전자책],"지은이: 레프 니콜라예비치 톨스토이 ;옮김: 고일,김세일",작가정신,서울도서관 (API),,,,Mixed
중단편선 2 [구독형전자책],지은이: 레프 니콜라예비치 톨스토이 ;옮긴이: 김문황,작가정신,서울도서관 (API),,,,Mixed
중단편선 4 [구독형전자책],지은이: 레프 니콜라예비치 톨스토이 ;옮긴이: 강명수,작가정신,서울도서관 (API),,,,Mixed
뇌 100가지 새로운 지식 [구독형전자책],모리 아키다네 지음 ;[전파과학사]편집부 옮김,전파과학사(디아스포라),서울도서관 (API),,,,Mixed
연료전지의 활용 : 청정에너지로 주목·기대되는 연료전지 [구독형전자책],"혼다 다쿠야 지음 ;윤실,정해상 옮김",전파과학사(디아스포라),서울도서관 (API),,,,Mixed
바다의 세계 1 [구독형전자책],"『바다의 이야기』 편집 그룹 엮음 ;이광우,손영수 옮김",전파과학사(디아스포라),서울도서관 (API),,,,Mixed
바다의 세계 3 [구독형전자책],"『바다의 이야기』 편집 그룹 엮음 ;이광우,손영수 옮김",전파과학사(디아스포라),서울도서관 (API),,,,Mixed
(이야기로 풀어 가는) 성평등 수업 [구독형전자책],변신원 지음,BMK(비엠케이),서울도서관 (API),,,,Mixed
1.5도 생존을 위한 멈춤 [구독형전자책],박재용 지음,뿌리와이파리,서울도서관 (API),,,,Mixed
"서울, 권력 도시 [구독형전자책]","토드 A. 헨리 지음 ;김백영,정준영,이향아,이연경 옮김",산처럼,서울도서관 (API),,,,Mixed
나는 모스크바 특파원이다 [구독형전자책],지은이: 하준수,그러나(솔빛길),서울도서관 (API),,,,Mixed
기업이란 무엇인가 [구독형전자책],지은이: 신장섭,북스코프(아카넷),서울도서관 (API),,,,Mixed
진화경제학의 이해 (개정판) [구독형전자책],이요섭 편저,연암사,서울도서관 (API),,,,Mixed
"도요타, 다섯 번의 질문 [구독형전자책]",가토 유지 지음 ;김한결 옮김,예문아카이브,서울도서관 (API),,,,Mixed
불안하다고 불안해하지 말아요 [구독형전자책],지은이: 야나가 히데아키 ;옮긴이: 김은선,예문아카이브,서울도서관 (API),,,,Mixed
상처조차 아름다운 당신에게 [구독형전자책],정여울 지음,은행나무,서울도서관 (API),,,,Mixed
한 권으로 읽는 칸트 [구독형전자책],이정일 지음,이학사,서울도서관 (API),,,,Mixed
습관의 문법 [구독형전자책],강준만 지음,인물과사상사,서울도서관 (API),,,,Mixed
인생에 한 번은 읽어야 할 맹자 [구독형전자책],맹자 지음 ;최상용 옮김,일상과이상,서울도서관 (API),,,,Mixed
재미있는 화학 [구독형전자책],브라소프 트리포노프 지음 ;[전파과학사]편집부 옮김,전파과학사(디아스포라),서울도서관 (API),,,,Mixed
아이 중심 놀이 중심의 예술수업 [구독형전자책],김태희 지음,착한책가게,서울도서관 (API),,,,Mixed
남편이 육아 휴직을 했어요 [구독형전자책],최현아 지음,태인문화사,서울도서관 (API),,,,Mixed
smart 사회복지법제론 [구독형전자책],심상오 편저,에듀파인더(연암사),서울도서관 (API),,,,Mixed
smart 사회복지정책론 [구독형전자책],심상오 편저,에듀파인더(연암사),서울도서관 (API),,,,Mixed
초상들 [구독형전자책],[존 버거 지음] ;톰 오버턴 엮음 ;김현우 옮김,열화당,서울도서관 (API),,,,Mixed
(우리가 정말 알아야 할) 우리 신화 [구독형전자책],서정오 지음,현암사,서울도서관 (API),,,,Mixed
